latitude_degrees,latitude,longitude_degrees,longitude
58°18′28″N,58.307685,3°29′54″W,-3.49836086
58°18′28″N,58.307685,1°43′28″W,-1.72435294
58°18′28″N,58.307685,3°34′06″W,-3.56844823
58°18′28″N,58.307685,0°40′49″W,-0.68039793
58°18′28″N,58.307685,0°37′31″E,0.6252976
58°18′28″N,58.307685,0°34′27″E,0.57404582
58°18′28″N,58.307685,0°30′23″W,-0.50643649
58°18′28″N,58.307685,1°42′34″W,-1.70946584
58°18′28″N,58.307685,3°23′29″W,-3.39141933
58°18′28″N,58.307685,2°36′17″W,-2.60479232
58°18′28″N,58.307685,0°51′50″W,-0.86386862
58°18′28″N,58.307685,2°16′36″W,-2.27674306
58°18′28″N,58.307685,2°06′34″W,-2.10931542
58°18′28″N,58.307685,0°55′28″E,0.92446438
58°18′28″N,58.307685,0°13′07″W,-0.2185919
58°18′28″N,58.307685,2°28′03″W,-2.46762754
58°18′28″N,58.307685,3°33′15″W,-3.55405899
58°18′28″N,58.307685,2°27′37″W,-2.46034233
58°18′28″N,58.307685,0°36′35″W,-0.60974751
58°18′28″N,58.307685,1°29′11″E,1.48633437
58°18′28″N,58.307685,0°16′23″W,-0.273063
58°18′28″N,58.307685,4°09′21″W,-4.15593717
58°18′28″N,58.307685,2°36′21″W,-2.60575616
58°18′28″N,58.307685,3°41′50″W,-3.69712541
58°18′28″N,58.307685,0°12′03″E,0.20070518
58°18′28″N,58.307685,0°14′07″W,-0.23539556
58°18′28″N,58.307685,0°32′24″W,-0.54006045
58°18′28″N,58.307685,1°23′12″W,-1.3865632
58°18′28″N,58.307685,3°29′44″W,-3.49548385
58°18′28″N,58.307685,0°59′30″E,0.99177809
58°18′28″N,58.307685,0°31′45″E,0.52907274
58°18′28″N,58.307685,4°03′53″W,-4.06474706
58°18′28″N,58.307685,0°11′05″E,0.18466391
58°18′28″N,58.307685,0°40′33″W,-0.67592553
58°18′28″N,58.307685,0°17′57″W,-0.29910491
58°18′28″N,58.307685,1°20′29″E,1.34143747
58°18′28″N,58.307685,3°47′07″W,-3.78535947
58°18′28″N,58.307685,3°07′41″W,-3.1279953
58°18′28″N,58.307685,2°27′36″W,-2.46007708
58°18′28″N,58.307685,3°10′44″W,-3.17892567
58°18′28″N,58.307685,2°25′50″W,-2.43057349
58°18′28″N,58.307685,1°02′02″E,1.03387996
58°18′28″N,58.307685,1°19′36″E,1.3267633
58°18′28″N,58.307685,2°33′37″W,-2.56022133
58°18′28″N,58.307685,2°43′22″W,-2.7227503
58°18′28″N,58.307685,3°01′21″W,-3.02250395
58°18′28″N,58.307685,3°02′22″W,-3.03931694
58°18′28″N,58.307685,2°10′24″W,-2.17329938
58°18′28″N,58.307685,2°15′38″W,-2.26066607
58°18′28″N,58.307685,0°20′10″W,-0.33602799
58°18′28″N,58.307685,1°41′38″W,-1.6938323
58°18′28″N,58.307685,1°18′17″W,-1.30481523
58°18′28″N,58.307685,2°37′36″W,-2.62668613
58°18′28″N,58.307685,1°14′14″E,1.2373315
58°18′28″N,58.307685,3°07′45″W,-3.12920549
58°18′28″N,58.307685,1°52′24″W,-1.87340325
58°18′28″N,58.307685,1°43′31″W,-1.72534858
58°18′28″N,58.307685,1°04′34″E,1.07612124
58°18′28″N,58.307685,0°18′08″W,-0.30225221
58°18′28″N,58.307685,1°30′39″W,-1.51081717
58°18′28″N,58.307685,1°04′23″E,1.07294581
58°18′28″N,58.307685,1°55′31″W,-1.92520847
58°18′28″N,58.307685,3°03′33″W,-3.05914939
58°18′28″N,58.307685,0°40′29″W,-0.67464903
58°18′28″N,58.307685,0°32′56″W,-0.54881899
58°18′28″N,58.307685,1°51′37″W,-1.86025562
58°18′28″N,58.307685,1°25′14″E,1.4206063
58°18′28″N,58.307685,0°12′40″E,0.21108307
58°18′28″N,58.307685,1°30′52″W,-1.51446275
58°18′28″N,58.307685,3°24′10″W,-3.40290208
58°18′28″N,58.307685,0°43′13″W,-0.72017145
58°18′28″N,58.307685,0°51′02″E,0.85062344
58°18′28″N,58.307685,0°11′49″W,-0.19703753
58°18′28″N,58.307685,0°44′27″E,0.74088061
58°18′28″N,58.307685,2°22′50″W,-2.38049265
58°18′28″N,58.307685,3°27′10″W,-3.45265471
58°18′28″N,58.307685,4°04′39″W,-4.07749011
58°18′28″N,58.307685,0°51′59″E,0.86645151
58°18′28″N,58.307685,3°46′01″W,-3.767069
58°18′28″N,58.307685,3°54′30″W,-3.90823361
58°18′28″N,58.307685,1°16′20″W,-1.27215556
58°18′28″N,58.307685,0°40′12″W,-0.67008671
58°18′28″N,58.307685,3°38′53″W,-3.64798612
58°18′28″N,58.307685,1°50′58″W,-1.84944742
58°18′28″N,58.307685,4°00′10″W,-4.00277195
58°18′28″N,58.307685,0°08′45″W,-0.14585531
58°18′28″N,58.307685,1°07′16″E,1.12112391
58°18′28″N,58.307685,0°00′52″E,0.01452799
58°18′28″N,58.307685,4°06′30″W,-4.10820123
58°18′28″N,58.307685,2°30′28″W,-2.50787195
58°18′28″N,58.307685,0°36′17″W,-0.60470489
58°18′28″N,58.307685,0°06′46″E,0.1129095
58°18′28″N,58.307685,0°56′28″W,-0.94109726
58°18′28″N,58.307685,4°03′41″W,-4.06141627
58°18′28″N,58.307685,0°43′12″W,-0.72005142
58°18′28″N,58.307685,3°54′35″W,-3.90958607
58°18′28″N,58.307685,1°24′12″W,-1.40340841
58°18′28″N,58.307685,0°02′33″W,-0.04258157
58°18′28″N,58.307685,0°22′27″W,-0.3742576
58°18′28″N,58.307685,1°44′56″W,-1.74892637
58°18′28″N,58.307685,2°23′49″W,-2.39681247
58°18′28″N,58.307685,1°23′59″W,-1.39962984
58°18′28″N,58.307685,1°38′39″W,-1.6442393
58°18′28″N,58.307685,0°09′47″E,0.16301325
58°18′28″N,58.307685,0°03′06″E,0.05162594
58°18′28″N,58.307685,1°39′54″W,-1.66488643
58°18′28″N,58.307685,1°47′33″W,-1.79250193
58°18′28″N,58.307685,0°38′09″W,-0.63591775
58°18′28″N,58.307685,3°33′54″W,-3.56502691
58°18′28″N,58.307685,3°30′55″W,-3.51541142
58°18′28″N,58.307685,1°14′03″E,1.23411961
58°18′28″N,58.307685,0°17′20″W,-0.28887305
58°18′28″N,58.307685,3°38′35″W,-3.64312975
58°18′28″N,58.307685,3°51′29″W,-3.8579968
58°18′28″N,58.307685,1°27′33″W,-1.45924082
58°18′28″N,58.307685,2°50′04″W,-2.83444587
58°18′28″N,58.307685,0°46′10″W,-0.76949645
58°18′28″N,58.307685,3°55′43″W,-3.92874451
58°18′28″N,58.307685,0°10′05″E,0.16797702
58°18′28″N,58.307685,3°33′11″W,-3.5530968
58°18′28″N,58.307685,1°55′54″W,-1.93158178
58°18′28″N,58.307685,3°15′44″W,-3.26218364
58°18′28″N,58.307685,2°28′49″W,-2.4801393
58°18′28″N,58.307685,0°38′40″W,-0.64435936
58°18′28″N,58.307685,3°21′39″W,-3.36085984
58°18′28″N,58.307685,1°31′42″W,-1.52836852
58°18′28″N,58.307685,0°25′18″E,0.42156866
58°18′28″N,58.307685,2°12′05″W,-2.20142782
58°18′28″N,58.307685,3°42′15″W,-3.70406886
58°18′28″N,58.307685,0°55′06″E,0.91839267
58°18′28″N,58.307685,2°04′08″W,-2.06899375
58°18′28″N,58.307685,1°19′05″W,-1.31813239
58°18′28″N,58.307685,0°55′19″E,0.92184456
58°18′28″N,58.307685,2°50′33″W,-2.84260623
58°18′28″N,58.307685,0°03′12″E,0.05338185
58°18′28″N,58.307685,1°59′03″W,-1.98426637
58°18′28″N,58.307685,3°16′29″W,-3.27470877
58°18′28″N,58.307685,1°12′49″E,1.2137454
58°18′28″N,58.307685,4°11′02″W,-4.18388361
58°18′28″N,58.307685,1°56′14″W,-1.93732894
58°18′28″N,58.307685,2°33′27″W,-2.55738115
58°18′28″N,58.307685,1°45′22″W,-1.75613599
58°18′28″N,58.307685,2°52′30″W,-2.87508547
58°18′28″N,58.307685,1°09′29″E,1.15809431
58°18′28″N,58.307685,0°43′12″W,-0.72007233
58°18′28″N,58.307685,1°29′44″W,-1.49562806
58°18′28″N,58.307685,2°06′01″W,-2.10023635
58°18′28″N,58.307685,0°55′27″E,0.92430269
58°18′28″N,58.307685,2°31′28″W,-2.52439026
58°18′28″N,58.307685,3°47′26″W,-3.79054511
58°18′28″N,58.307685,1°13′22″W,-1.22278615
58°18′28″N,58.307685,0°22′24″W,-0.37345212
58°18′28″N,58.307685,3°30′00″W,-3.50009879
58°18′28″N,58.307685,1°45′29″W,-1.75800864
58°18′28″N,58.307685,1°29′29″W,-1.49133891
58°18′28″N,58.307685,1°26′19″E,1.43850078
58°18′28″N,58.307685,0°19′23″E,0.32293185
58°18′28″N,58.307685,1°30′44″W,-1.51217378
58°18′28″N,58.307685,3°12′18″W,-3.20495934
58°18′28″N,58.307685,1°40′07″W,-1.66871194
58°18′28″N,58.307685,2°30′22″W,-2.50623719
58°18′28″N,58.307685,3°21′50″W,-3.36383186
58°18′28″N,58.307685,3°50′27″W,-3.84074871
58°18′28″N,58.307685,0°48′39″W,-0.8108313
58°18′28″N,58.307685,0°02′58″E,0.04933058
58°18′28″N,58.307685,1°36′05″W,-1.60134906
58°18′28″N,58.307685,3°27′08″W,-3.45225128
58°18′28″N,58.307685,3°26′14″W,-3.4373148
58°18′28″N,58.307685,0°19′54″W,-0.33155621
58°18′28″N,58.307685,0°05′40″W,-0.09446105
58°18′28″N,58.307685,3°50′05″W,-3.83468322
58°18′28″N,58.307685,3°23′25″W,-3.39035785
58°18′28″N,58.307685,1°25′40″E,1.42779749
58°18′28″N,58.307685,1°57′49″W,-1.96370739
58°18′28″N,58.307685,0°40′17″E,0.67135644
58°18′28″N,58.307685,2°14′01″W,-2.23364006
58°18′28″N,58.307685,3°33′36″W,-3.55987273
58°18′28″N,58.307685,0°46′54″E,0.7817923
58°18′28″N,58.307685,2°53′43″W,-2.89524186
58°18′28″N,58.307685,1°19′54″E,1.33172562
58°18′28″N,58.307685,0°46′43″E,0.77868687
58°18′28″N,58.307685,0°59′19″E,0.98871174
58°18′28″N,58.307685,0°04′54″E,0.08169699
58°18′28″N,58.307685,0°05′37″E,0.093493
58°18′28″N,58.307685,0°20′13″E,0.33700224
58°18′28″N,58.307685,2°04′03″W,-2.06762482
58°18′28″N,58.307685,4°12′03″W,-4.20074051
58°18′28″N,58.307685,3°00′50″W,-3.013885
58°18′28″N,58.307685,0°14′13″W,-0.23697176
58°18′28″N,58.307685,0°00′34″E,0.00955301
58°18′28″N,58.307685,1°13′56″E,1.23210299
58°18′28″N,58.307685,0°53′22″W,-0.88938011
58°18′28″N,58.307685,0°05′23″W,-0.08984996
58°18′28″N,58.307685,1°11′06″E,1.18512825
58°18′28″N,58.307685,2°03′22″W,-2.05615583
58°18′28″N,58.307685,0°35′44″E,0.59547748
58°18′28″N,58.307685,3°54′37″W,-3.91028422
58°18′28″N,58.307685,3°22′20″W,-3.37232073
58°18′28″N,58.307685,0°04′35″E,0.07649263
58°18′28″N,58.307685,0°24′57″E,0.41592843
58°18′28″N,58.307685,2°58′29″W,-2.97479856
58°18′28″N,58.307685,0°01′37″W,-0.02682273
58°18′28″N,58.307685,0°39′53″W,-0.664834
58°18′28″N,58.307685,0°56′07″E,0.93538889
58°18′28″N,58.307685,2°14′41″W,-2.24476157
58°18′28″N,58.307685,4°09′19″W,-4.15514001
58°18′28″N,58.307685,4°01′43″W,-4.02863388
58°18′28″N,58.307685,2°29′58″W,-2.49935107
58°18′28″N,58.307685,0°37′00″E,0.61678622
58°18′28″N,58.307685,1°22′24″W,-1.37321142
58°18′28″N,58.307685,3°01′26″W,-3.0237821
58°18′28″N,58.307685,0°15′28″E,0.25771002
58°18′28″N,58.307685,0°52′32″E,0.87549584
58°18′28″N,58.307685,3°50′58″W,-3.84949818
58°18′28″N,58.307685,3°54′08″W,-3.90222269
58°18′28″N,58.307685,3°33′30″W,-3.55842487
58°18′28″N,58.307685,1°16′13″E,1.27035059
58°18′28″N,58.307685,2°23′15″W,-2.38739869
58°18′28″N,58.307685,1°48′29″W,-1.80814118
58°18′28″N,58.307685,3°56′26″W,-3.94064286
58°18′28″N,58.307685,2°37′03″W,-2.6173932
58°18′28″N,58.307685,3°36′35″W,-3.60975693
58°18′28″N,58.307685,3°11′02″W,-3.1837749
58°18′28″N,58.307685,0°54′27″E,0.90762707
58°18′28″N,58.307685,0°07′55″W,-0.13188671
58°18′28″N,58.307685,0°29′45″W,-0.49581937
58°18′28″N,58.307685,0°48′10″E,0.80277102
58°18′28″N,58.307685,0°10′49″E,0.1804142
58°18′28″N,58.307685,1°13′15″W,-1.22071361
58°18′28″N,58.307685,2°43′49″W,-2.73028005
58°18′28″N,58.307685,3°09′32″W,-3.15876551
58°18′28″N,58.307685,0°22′51″E,0.38085261
58°18′28″N,58.307685,3°47′01″W,-3.7835817
58°18′28″N,58.307685,3°11′52″W,-3.19774506
58°18′28″N,58.307685,1°31′24″E,1.52319669
58°18′28″N,58.307685,0°51′16″E,0.85439548
58°18′28″N,58.307685,3°39′02″W,-3.65042097
58°18′28″N,58.307685,2°22′44″W,-2.37893346
58°18′28″N,58.307685,3°53′50″W,-3.89726622
58°18′28″N,58.307685,0°21′21″W,-0.35596984
58°18′28″N,58.307685,3°04′59″W,-3.08294041
58°18′28″N,58.307685,0°50′16″E,0.83787465
58°18′28″N,58.307685,0°07′44″E,0.12892729
58°18′28″N,58.307685,2°37′14″W,-2.62064143
58°18′28″N,58.307685,1°18′52″W,-1.31450435
58°18′28″N,58.307685,0°33′14″E,0.55377717
58°18′28″N,58.307685,0°13′55″E,0.2320678
58°18′28″N,58.307685,1°58′14″W,-1.97048638
58°18′28″N,58.307685,0°52′13″W,-0.87036157
58°18′28″N,58.307685,3°57′31″W,-3.95870124
58°18′28″N,58.307685,2°58′25″W,-2.97357403
58°18′28″N,58.307685,4°10′20″W,-4.17220711
58°18′28″N,58.307685,3°05′37″W,-3.09374164
58°18′28″N,58.307685,0°52′47″E,0.87985525
58°18′28″N,58.307685,2°07′28″W,-2.12443949
58°18′28″N,58.307685,1°03′46″E,1.06282672
58°18′28″N,58.307685,0°02′04″W,-0.03453243
58°18′28″N,58.307685,0°20′23″E,0.33976532
58°18′28″N,58.307685,3°28′56″W,-3.48212281
58°18′28″N,58.307685,0°28′07″W,-0.468586
58°18′28″N,58.307685,0°10′45″E,0.17930417
58°18′28″N,58.307685,1°22′00″E,1.36674204
58°18′28″N,58.307685,1°23′04″W,-1.38454397
58°18′28″N,58.307685,0°51′03″E,0.85087282
58°18′28″N,58.307685,1°35′49″W,-1.5970032
58°18′28″N,58.307685,0°31′00″E,0.51658764
58°18′28″N,58.307685,0°18′55″W,-0.31529957
58°18′28″N,58.307685,0°58′17″E,0.97147026
58°18′28″N,58.307685,2°23′14″W,-2.38732591
58°18′28″N,58.307685,4°08′30″W,-4.14160893
58°18′28″N,58.307685,1°04′33″E,1.07581638
58°18′28″N,58.307685,1°25′54″E,1.43173501
58°18′28″N,58.307685,0°43′14″E,0.72047736
58°18′28″N,58.307685,4°12′02″W,-4.20042066
58°18′28″N,58.307685,2°25′30″W,-2.42496158
58°18′28″N,58.307685,2°35′06″W,-2.58510925
58°18′28″N,58.307685,0°10′31″E,0.17518235
58°18′28″N,58.307685,3°14′31″W,-3.24192807
58°18′28″N,58.307685,3°54′20″W,-3.90546728
58°18′28″N,58.307685,3°31′26″W,-3.52390557
58°18′28″N,58.307685,1°47′57″W,-1.79908316
58°18′28″N,58.307685,3°02′33″W,-3.04251691
58°18′28″N,58.307685,1°13′07″W,-1.21859867
58°18′28″N,58.307685,1°54′59″W,-1.91633177
58°18′28″N,58.307685,1°20′57″E,1.34915807
58°18′28″N,58.307685,0°16′02″E,0.26724441
58°18′28″N,58.307685,1°50′39″W,-1.84403763
58°18′28″N,58.307685,2°17′03″W,-2.28421166
58°18′28″N,58.307685,1°50′47″W,-1.84636879
58°18′28″N,58.307685,1°44′04″W,-1.73435486
58°18′28″N,58.307685,2°05′18″W,-2.08835073
58°18′28″N,58.307685,0°08′57″W,-0.14907224
58°18′28″N,58.307685,2°33′42″W,-2.56168163
58°18′28″N,58.307685,1°25′54″W,-1.4317921
58°18′28″N,58.307685,0°59′48″E,0.99653613
58°18′28″N,58.307685,1°50′05″W,-1.83482481
58°18′28″N,58.307685,3°31′13″W,-3.52030871
58°18′28″N,58.307685,0°55′21″W,-0.92245751
58°18′28″N,58.307685,0°15′47″E,0.26296281
58°18′28″N,58.307685,4°07′32″W,-4.12562756
58°18′28″N,58.307685,1°44′45″W,-1.74589171
58°18′28″N,58.307685,0°40′02″W,-0.66725847
58°18′28″N,58.307685,2°44′09″W,-2.73590596
58°18′28″N,58.307685,1°24′27″W,-1.40753709
58°18′28″N,58.307685,3°16′40″W,-3.27776243
58°18′28″N,58.307685,0°29′39″E,0.49429456
58°18′28″N,58.307685,1°25′54″E,1.43173453
58°18′28″N,58.307685,1°00′43″E,1.0120705
58°18′28″N,58.307685,1°15′52″E,1.26445343
58°18′28″N,58.307685,0°09′24″E,0.156643
58°18′28″N,58.307685,2°54′03″W,-2.9007367
58°18′28″N,58.307685,0°09′39″W,-0.16069758
58°18′28″N,58.307685,0°59′27″W,-0.99078823
58°18′28″N,58.307685,0°00′43″E,0.011811
58°18′28″N,58.307685,3°23′11″W,-3.38629503
58°18′28″N,58.307685,3°36′54″W,-3.61488548
58°18′28″N,58.307685,0°58′33″W,-0.97585711
58°18′28″N,58.307685,2°47′22″W,-2.7895599
58°18′28″N,58.307685,1°11′06″E,1.18510591
58°18′28″N,58.307685,3°26′01″W,-3.43372053
58°18′28″N,58.307685,1°55′52″W,-1.93116278
58°18′28″N,58.307685,2°08′58″W,-2.14955394
58°18′28″N,58.307685,3°24′45″W,-3.41263837
58°18′28″N,58.307685,2°28′14″W,-2.47053453
58°18′28″N,58.307685,1°55′33″W,-1.92594754
58°18′28″N,58.307685,1°00′27″W,-1.0074149
58°18′28″N,58.307685,3°03′33″W,-3.05903222
58°18′28″N,58.307685,2°25′02″W,-2.41710517
58°18′28″N,58.307685,0°58′22″E,0.97290544
58°18′28″N,58.307685,4°00′03″W,-4.00071054
58°18′28″N,58.307685,0°21′24″W,-0.3565613
58°18′28″N,58.307685,3°15′38″W,-3.26042041
58°18′28″N,58.307685,2°18′25″W,-2.30701096
58°18′28″N,58.307685,1°17′16″W,-1.28789635
58°18′28″N,58.307685,3°38′01″W,-3.63355714
58°18′28″N,58.307685,0°10′25″E,0.17365105
58°18′28″N,58.307685,0°55′05″E,0.9180501
58°18′28″N,58.307685,4°03′52″W,-4.0645699
58°18′28″N,58.307685,2°04′23″W,-2.07294318
58°18′28″N,58.307685,2°52′37″W,-2.87698275
58°18′28″N,58.307685,3°46′42″W,-3.77842688
58°18′28″N,58.307685,0°07′16″W,-0.12118056
58°18′28″N,58.307685,1°29′36″E,1.49338793
58°18′28″N,58.307685,3°40′23″W,-3.67305107
58°18′28″N,58.307685,0°44′54″W,-0.74836158
58°18′28″N,58.307685,1°14′35″W,-1.24305437
58°18′28″N,58.307685,2°22′07″W,-2.36851846
58°18′28″N,58.307685,1°16′59″E,1.28308934
58°18′28″N,58.307685,3°15′04″W,-3.25112862
58°18′28″N,58.307685,3°36′28″W,-3.60778602
58°18′28″N,58.307685,3°14′52″W,-3.24770456
58°18′28″N,58.307685,0°16′21″E,0.27250348
58°18′28″N,58.307685,0°29′10″E,0.48623886
58°18′28″N,58.307685,3°25′59″W,-3.43312061
58°18′28″N,58.307685,3°40′41″W,-3.67818952
58°18′28″N,58.307685,0°55′41″W,-0.92793701
58°18′28″N,58.307685,0°29′37″W,-0.4935324
58°18′28″N,58.307685,0°59′17″E,0.98812518
58°18′28″N,58.307685,1°55′12″W,-1.92002974
58°18′28″N,58.307685,2°40′31″W,-2.67530522
58°18′28″N,58.307685,1°09′52″E,1.16432818
58°18′28″N,58.307685,1°17′38″W,-1.29394081
58°18′28″N,58.307685,3°23′52″W,-3.39780616
58°18′28″N,58.307685,0°55′55″E,0.93181057
58°18′28″N,58.307685,1°07′32″W,-1.12555768
58°18′28″N,58.307685,2°22′06″W,-2.36827701
58°18′28″N,58.307685,0°43′01″W,-0.71701584
58°18′28″N,58.307685,1°25′47″W,-1.42984106
58°18′28″N,58.307685,3°55′46″W,-3.92945278
58°18′28″N,58.307685,1°04′23″W,-1.07308111
58°18′28″N,58.307685,3°28′08″W,-3.468836
58°18′28″N,58.307685,3°11′45″W,-3.19571526
58°18′28″N,58.307685,0°28′14″E,0.47068741
58°18′28″N,58.307685,1°10′34″W,-1.17621609
58°18′28″N,58.307685,3°00′34″W,-3.00944943
58°18′28″N,58.307685,1°12′36″E,1.20994043
58°18′28″N,58.307685,0°12′09″W,-0.2025897
58°18′28″N,58.307685,4°01′57″W,-4.03254298
58°18′28″N,58.307685,0°48′46″W,-0.81276758
58°18′28″N,58.307685,2°30′52″W,-2.51439041
58°18′28″N,58.307685,4°00′31″W,-4.00874437
58°18′28″N,58.307685,0°46′40″E,0.77770265
58°18′28″N,58.307685,3°38′21″W,-3.63915778
58°18′28″N,58.307685,1°40′28″W,-1.67442127
58°18′28″N,58.307685,0°19′27″E,0.3241412
58°18′28″N,58.307685,0°25′30″E,0.42509166
58°18′28″N,58.307685,0°44′32″W,-0.74215764
58°18′28″N,58.307685,1°52′09″W,-1.86908398
58°18′28″N,58.307685,1°22′56″W,-1.38223124
58°18′28″N,58.307685,2°32′16″W,-2.53778354
58°18′28″N,58.307685,4°05′49″W,-4.09682494
58°18′28″N,58.307685,1°14′13″E,1.2369973
58°18′28″N,58.307685,2°18′23″W,-2.30651751
58°18′28″N,58.307685,2°46′11″W,-2.76981519
58°18′28″N,58.307685,0°44′56″E,0.74882157
58°18′28″N,58.307685,2°18′32″W,-2.3089623
58°18′28″N,58.307685,1°06′45″W,-1.11249116
58°18′28″N,58.307685,2°08′27″W,-2.1407569
58°18′28″N,58.307685,3°44′24″W,-3.73986488
58°18′28″N,58.307685,3°53′21″W,-3.8891296
58°18′28″N,58.307685,2°42′48″W,-2.71322972
58°18′28″N,58.307685,0°03′05″W,-0.05125412
58°18′28″N,58.307685,1°28′14″W,-1.4705387
58°18′28″N,58.307685,0°35′59″E,0.59974132
58°18′28″N,58.307685,0°35′01″W,-0.58352577
58°18′28″N,58.307685,1°04′49″W,-1.08017363
58°18′28″N,58.307685,0°10′38″E,0.17722972
58°18′28″N,58.307685,2°17′12″W,-2.28655127
58°18′28″N,58.307685,0°33′23″W,-0.55643654
58°18′28″N,58.307685,3°10′11″W,-3.16962376
58°18′28″N,58.307685,4°02′23″W,-4.03981301
58°18′28″N,58.307685,0°54′43″W,-0.91186253
58°18′28″N,58.307685,3°26′03″W,-3.43404516
58°18′28″N,58.307685,2°50′08″W,-2.83545661
58°18′28″N,58.307685,2°22′59″W,-2.3831312
58°18′28″N,58.307685,4°06′19″W,-4.10532065
58°18′28″N,58.307685,2°48′24″W,-2.80658853
58°18′28″N,58.307685,1°32′40″W,-1.54448571
58°18′28″N,58.307685,0°44′17″W,-0.73812415
58°18′28″N,58.307685,1°20′27″W,-1.34094303
58°18′28″N,58.307685,0°40′13″W,-0.67020291
58°18′28″N,58.307685,1°44′57″W,-1.7492392
58°18′28″N,58.307685,3°05′40″W,-3.09456007
58°18′28″N,58.307685,0°29′23″W,-0.48973408
58°18′28″N,58.307685,0°00′44″W,-0.01224168
58°18′28″N,58.307685,0°53′38″E,0.89389783
58°18′28″N,58.307685,0°58′23″E,0.97313977
58°18′28″N,58.307685,3°34′32″W,-3.57545045
58°18′28″N,58.307685,0°40′25″W,-0.67373098
58°18′28″N,58.307685,0°53′04″W,-0.88457179
58°18′28″N,58.307685,3°36′01″W,-3.60014294
58°18′28″N,58.307685,2°15′12″W,-2.25344921
58°18′28″N,58.307685,1°25′21″E,1.42243405
58°18′28″N,58.307685,2°00′42″W,-2.0116735
58°18′28″N,58.307685,1°25′17″E,1.42138578
58°18′28″N,58.307685,2°11′24″W,-2.19008
58°18′28″N,58.307685,1°42′30″W,-1.70837132
58°18′28″N,58.307685,0°41′40″W,-0.69444433
58°18′28″N,58.307685,0°27′50″W,-0.4638946
58°18′28″N,58.307685,1°31′30″W,-1.52502737
58°18′28″N,58.307685,2°09′22″W,-2.15597648
58°18′28″N,58.307685,1°16′56″E,1.28235929
58°18′28″N,58.307685,2°30′04″W,-2.50104509
58°18′28″N,58.307685,4°12′03″W,-4.20075612
58°18′28″N,58.307685,0°39′07″E,0.65195171
58°18′28″N,58.307685,2°43′39″W,-2.72759464
58°18′28″N,58.307685,1°11′12″W,-1.18677667
58°18′28″N,58.307685,3°33′19″W,-3.55513926
58°18′28″N,58.307685,0°42′30″E,0.70829073
58°18′28″N,58.307685,1°35′58″W,-1.59937265
58°18′28″N,58.307685,1°17′36″E,1.29322911
58°18′28″N,58.307685,0°52′36″E,0.87655879
58°18′28″N,58.307685,0°11′16″E,0.18766139
58°18′28″N,58.307685,0°40′42″W,-0.67842246
58°18′28″N,58.307685,0°23′34″W,-0.39274923
58°18′28″N,58.307685,0°35′43″W,-0.59534662
58°18′28″N,58.307685,2°26′38″W,-2.44375667
58°18′28″N,58.307685,0°14′39″W,-0.24424187
58°18′28″N,58.307685,0°12′42″W,-0.21167468
58°18′28″N,58.307685,0°01′57″E,0.03244709
58°18′28″N,58.307685,2°27′21″W,-2.45592592
58°18′28″N,58.307685,3°44′20″W,-3.73894575
58°18′28″N,58.307685,1°57′21″W,-1.95574081
58°18′28″N,58.307685,3°59′33″W,-3.99237586
58°18′28″N,58.307685,3°58′58″W,-3.98266447
58°18′28″N,58.307685,4°12′32″W,-4.20890343
58°18′28″N,58.307685,0°28′01″W,-0.4670602
58°18′28″N,58.307685,0°45′38″E,0.76046891
58°18′28″N,58.307685,3°19′31″W,-3.32533659
58°18′28″N,58.307685,2°52′25″W,-2.8737056
58°18′28″N,58.307685,0°48′01″E,0.80040964
58°18′28″N,58.307685,2°11′06″W,-2.1849159
58°18′28″N,58.307685,1°53′26″W,-1.89051288
58°18′28″N,58.307685,1°27′29″E,1.45818147
58°18′28″N,58.307685,2°17′21″W,-2.28920603
58°18′28″N,58.307685,0°18′05″E,0.30134679
58°18′28″N,58.307685,3°59′30″W,-3.99166321
58°18′28″N,58.307685,1°21′18″E,1.35494791
58°18′28″N,58.307685,2°28′43″W,-2.47852503
58°18′28″N,58.307685,3°37′19″W,-3.62202356
58°18′28″N,58.307685,1°03′41″E,1.06143766
58°18′28″N,58.307685,0°21′27″W,-0.35744921
58°18′28″N,58.307685,0°58′35″E,0.97643256
58°18′28″N,58.307685,3°55′52″W,-3.93110861
58°18′28″N,58.307685,1°15′28″E,1.25776413
58°18′28″N,58.307685,1°13′34″W,-1.22623356
58°18′28″N,58.307685,3°29′02″W,-3.48385032
58°18′28″N,58.307685,1°05′30″E,1.09161347
58°18′28″N,58.307685,3°35′38″W,-3.59378851
58°18′28″N,58.307685,0°10′49″E,0.18023908
58°18′28″N,58.307685,2°04′38″W,-2.07714022
58°18′28″N,58.307685,1°48′54″W,-1.81497518
58°18′28″N,58.307685,1°06′04″W,-1.10104038
58°18′28″N,58.307685,1°23′14″W,-1.38735554
58°18′28″N,58.307685,0°11′06″E,0.18508172
58°18′28″N,58.307685,0°53′48″W,-0.89667698
58°18′28″N,58.307685,3°45′28″W,-3.75790515
58°18′28″N,58.307685,3°35′23″W,-3.58965282
58°18′28″N,58.307685,3°53′12″W,-3.88667522
58°18′28″N,58.307685,2°17′30″W,-2.29167036
58°18′28″N,58.307685,4°11′16″W,-4.1876852
58°18′28″N,58.307685,1°05′36″W,-1.09346942
58°18′28″N,58.307685,0°44′41″W,-0.74469456
58°18′28″N,58.307685,0°12′06″E,0.20169344
